Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store
S00114,"Shadowfall, NY",NORTH,13,8358940.0,8.32351e+06,5.1,-0.42,46477.0,,,0.6,-1.1,0.42,Well-Calibrated,Defend
S00741,"Galfall, FL",SOUTH,13,36096037.0,3.5943044e+07,5.83,-0.42,195002.0,,,4.5,-3.4,0.42,Well-Calibrated,Growth
S00737,"Clearsprings, SC",SOUTH,13,25208345.0,2.5102472e+07,5.55,-0.42,136213.0,,,-0.6,-0.3,0.42,Well-Calibrated,Neutral
S01216,"Rivwatch, AZ",WEST,13,6408210.0,6.38106e+06,6.0,-0.42,35953.0,,,-1.7,0.3,0.42,Well-Calibrated,High Growth
S00074,"Pinegrove, AK",WEST,13,48348744.0,4.8147224e+07,8.05,-0.42,410577.0,,,3.0,-3.1,0.42,Well-Calibrated,Neutral
S00648,"Wolfhold, NV",WEST,13,7971582.0,8.004883e+06,11.62,0.42,85377.0,,,4.9,-2.2,0.42,Well-Calibrated,Maintain
S01459,"Whitecourt, GA",SOUTH,13,5371884.0,5.349863e+06,5.65,-0.41,27916.0,,,0.6,-1.1,0.41,Well-Calibrated,High Growth
S01041,"Lowrun, WA",WEST,13,11547055.0,1.1593858e+07,4.9,0.41,62264.0,,,-2.2,2.4,0.41,Well-Calibrated,Growth
S00397,"Granitesprings, MS",SOUTH,13,10243420.0,1.0201899e+07,4.69,-0.41,44476.0,,,0.0,-0.7,0.41,Well-Calibrated,High Growth
S00212,"Cleargrove, KY",SOUTH,13,14180890.0,1.4122885e+07,9.59,-0.41,129973.0,,,-2.5,1.1,0.41,Well-Calibrated,Maintain
S01490,"Rivmesa, PA",NORTH,13,20785262.0,2.0867516e+07,7.08,0.4,139735.0,,,4.6,-2.2,0.4,Well-Calibrated,Defend
S00203,"Moonfall, FL",SOUTH,13,18002201.0,1.8074078e+07,5.87,0.4,95101.0,,,3.2,-1.2,0.4,Well-Calibrated,High Growth
S00378,"Foxgrove, NY",NORTH,13,2627457.0,2.637918e+06,8.26,0.4,20705.0,,,1.9,-0.5,0.4,Well-Calibrated,Defend
S00042,"Sunvalley, IL",WEST,13,5407333.0,5.386288e+06,7.34,-0.39,39951.0,,,-0.6,-0.2,0.39,Well-Calibrated,Defend
S00976,"Frostheights, RI",NORTH,13,14348522.0,1.4292457e+07,4.46,-0.39,63378.0,,,-1.8,0.6,0.39,Well-Calibrated,Maintain
S00892,"Riverview, NY",NORTH,13,12188904.0,1.214156e+07,7.62,-0.39,87197.0,,,0.9,-1.3,0.39,Well-Calibrated,Defend
S00369,"Foxheights, OH",NORTH,13,4495108.0,4.478149e+06,6.42,-0.38,30156.0,,,-2.5,1.2,0.38,Well-Calibrated,Maintain
S00200,"Ironfield, IN",NORTH,13,10248388.0,1.0209431e+07,4.18,-0.38,41479.0,,,0.8,-1.2,0.38,Well-Calibrated,High Growth
S00009,"Lowkeep, TN",SOUTH,13,26381059.0,2.6480764e+07,6.45,0.38,177159.0,,,-1.4,1.6,0.38,Well-Calibrated,Neutral
S00473,"Graymont, GA",SOUTH,13,33740119.0,3.361416e+07,3.31,-0.37,126218.0,,,1.4,-1.5,0.37,Well-Calibrated,Growth
S00709,"Graygard, MS",SOUTH,13,4145847.0,4.161016e+06,5.28,0.37,19070.0,,,-0.9,1.2,0.37,Well-Calibrated,Growth
S01104,"Northbrook, TX",WEST,13,14492411.0,1.4438764e+07,8.18,-0.37,120115.0,,,-0.9,-0.0,0.37,Well-Calibrated,Growth
S00994,"Bearbend, TX",SOUTH,13,6783121.0,6.75791e+06,5.46,-0.37,38953.0,,,2.4,-2.0,0.37,Well-Calibrated,High Growth
S01167,"Ironford, MA",NORTH,13,13668149.0,1.3617982e+07,7.36,-0.37,91652.0,,,3.6,-2.9,0.37,Well-Calibrated,Maintain
S01487,"Whitefield, TN",SOUTH,13,11924699.0,1.188093e+07,8.09,-0.37,95080.0,,,-3.8,2.2,0.37,Well-Calibrated,High Growth
S00068,"Starcross, LA",SOUTH,13,17354327.0,1.7289616e+07,4.85,-0.37,80896.0,,,0.8,-1.1,0.37,Well-Calibrated,Neutral
S00082,"Ironmere, TX",WEST,13,11821596.0,1.1777792e+07,7.08,-0.37,79499.0,,,1.5,-1.6,0.37,Well-Calibrated,High Growth
S00384,"Cedargrove, TX",SOUTH,13,27717430.0,2.7618732e+07,6.02,-0.36,161630.0,,,2.5,-2.2,0.36,Well-Calibrated,High Growth
S00541,"Crystalrun, MA",NORTH,13,2149654.0,2.141994e+06,5.58,-0.36,10506.0,,,-0.5,-0.3,0.36,Well-Calibrated,Defend
S01526,"Pinepoint, SC",SOUTH,13,13509089.0,1.3461972e+07,6.34,-0.35,83316.0,,,3.5,-2.7,0.35,Well-Calibrated,Growth
S01289,"Silverreach, FL",SOUTH,13,25661363.0,2.5572068e+07,7.77,-0.35,182163.0,,,-0.1,-0.5,0.35,Well-Calibrated,Growth
S00337,"Mormont, NY",NORTH,13,19061027.0,1.899395e+07,7.44,-0.35,145088.0,,,-1.9,0.8,0.35,Well-Calibrated,Defend
S01322,"Bearshire, IN",NORTH,13,7049630.0,7.073966e+06,9.0,0.35,62164.0,,,2.4,-1.0,0.35,Well-Calibrated,Neutral
S00311,"Southdor, WV",NORTH,13,10114897.0,1.0149293e+07,12.14,0.34,104951.0,,,-0.9,1.2,0.34,Well-Calibrated,Defend
S00876,"Rivmont, NY",NORTH,13,8005204.0,8.032656e+06,6.4,0.34,54123.0,,,-4.2,4.0,0.34,Well-Calibrated,Defend
S00659,"Southbay, TN",SOUTH,13,4802618.0,4.78609e+06,5.7,-0.34,28393.0,,,-0.3,-0.4,0.34,Well-Calibrated,Neutral
S01037,"Graymark, AL",SOUTH,13,38408580.0,3.8537892e+07,3.89,0.34,148495.0,,,3.9,-2.0,0.34,Well-Calibrated,High Growth
S00329,"Silverrun, GA",SOUTH,13,10785801.0,1.0822108e+07,7.73,0.34,80945.0,,,1.3,-0.3,0.34,Well-Calibrated,High Growth
S01572,"Copperkeep, KY",SOUTH,13,13482361.0,1.3436256e+07,5.37,-0.34,66651.0,,,-1.9,0.8,0.34,Well-Calibrated,Maintain
S01701,"Stonebrook, TX",WEST,13,5518173.0,5.499266e+06,6.56,-0.34,35330.0,,,-1.0,0.1,0.34,Well-Calibrated,Defend
S00126,"Lakehaven, CA",WEST,13,3572210.0,3.560196e+06,8.26,-0.34,32424.0,,,0.5,-0.8,0.34,Well-Calibrated,Neutral
S01582,"Mapleford, OH",NORTH,13,4271337.0,4.28584e+06,6.79,0.34,27880.0,,,3.4,-1.7,0.34,Well-Calibrated,Defend
S01065,"Lowmere, MI",NORTH,13,12741055.0,1.2784435e+07,8.45,0.34,100746.0,,,-2.9,2.7,0.34,Well-Calibrated,Maintain
S00467,"Ashrun, FL",SOUTH,13,4154548.0,4.168776e+06,5.51,0.34,20850.0,,,1.3,-0.2,0.34,Well-Calibrated,Growth
S00748,"Stonevalley, AR",WEST,13,8588235.0,8.616434e+06,9.22,0.33,67505.0,,,5.1,-2.8,0.33,Well-Calibrated,High Growth
S00375,"Morbrook, NC",SOUTH,13,23241485.0,2.3164728e+07,5.1,-0.33,119394.0,,,-0.1,-0.5,0.33,Well-Calibrated,Growth
S00560,"Royalside, AL",SOUTH,13,6190709.0,6.210837e+06,6.03,0.33,33705.0,,,2.8,-1.3,0.33,Well-Calibrated,Neutral
S00735,"Brightcove, TX",WEST,13,8031297.0,8.056944e+06,6.28,0.32,52215.0,,,0.6,0.1,0.32,Well-Calibrated,Growth
S00877,"Goldrun, OH",NORTH,13,16757731.0,1.6812154e+07,5.7,0.32,90430.0,,,-3.7,3.5,0.32,Well-Calibrated,Defend
S00902,"Oakkeep, ME",NORTH,13,9420671.0,9.390699e+06,6.13,-0.32,51938.0,,,-0.7,-0.1,0.32,Well-Calibrated,Neutral
S01035,"Whitecrest, NH",NORTH,12,4238133.0,4.251818e+06,7.94,0.32,33784.0,,,0.6,0.1,0.32,Well-Calibrated,Maintain
S00398,"Irongard, PA",NORTH,13,5954406.0,5.935545e+06,4.05,-0.32,25130.0,,,-1.0,0.1,0.32,Well-Calibrated,Defend
S00373,"Maplegard, VA",NORTH,13,9149083.0,9.178429e+06,6.17,0.32,56102.0,,,0.2,0.4,0.32,Well-Calibrated,Maintain
S00872,"Lowgate, VA",NORTH,13,3296027.0,3.306699e+06,6.1,0.32,20010.0,,,3.4,-1.8,0.32,Well-Calibrated,Maintain
S01320,"Riverheights, KY",SOUTH,13,36575142.0,3.646249e+07,6.67,-0.31,228064.0,,,-2.7,1.5,0.31,Well-Calibrated,Growth
S00514,"Highfield, GA",SOUTH,13,5513540.0,5.496664e+06,6.08,-0.31,33148.0,,,0.5,-0.8,0.31,Well-Calibrated,High Growth
S01125,"Eastbend, WA",WEST,13,7645363.0,7.622344e+06,5.55,-0.3,47843.0,,,2.2,-1.9,0.3,Well-Calibrated,Growth
S00923,"Irondor, VA",NORTH,13,5458589.0,5.442256e+06,6.05,-0.3,35389.0,,,0.0,-0.5,0.3,Well-Calibrated,Neutral
S00580,"Bearford, WA",WEST,13,12270211.0,1.2233104e+07,7.01,-0.3,78193.0,,,-0.1,-0.5,0.3,Well-Calibrated,Neutral
S01219,"Bluestrand, PA",NORTH,13,8843502.0,8.869003e+06,4.79,0.29,44225.0,,,-0.0,0.5,0.29,Well-Calibrated,Maintain
S00931,"Clearmesa, MO",WEST,13,6557421.0,6.53865e+06,8.15,-0.29,50393.0,,,-1.5,0.6,0.29,Well-Calibrated,Maintain
S01399,"Bluedale, MA",NORTH,13,6066612.0,6.048982e+06,7.11,-0.29,44114.0,,,-1.8,0.8,0.29,Well-Calibrated,Defend
S00258,"Pinecross, NE",WEST,13,12454550.0,1.2418897e+07,7.97,-0.29,95828.0,,,3.0,-2.4,0.29,Well-Calibrated,High Growth
S00165,"Oakcove, NM",WEST,13,18372195.0,1.8319198e+07,5.79,-0.29,89549.0,,,-2.9,1.6,0.29,Well-Calibrated,Defend
S01432,"Goldisle, LA",SOUTH,13,11410166.0,1.1442822e+07,5.72,0.29,59120.0,,,1.6,-0.6,0.29,Well-Calibrated,Neutral
S00995,"Lowford, GA",SOUTH,13,18843685.0,1.8897298e+07,7.49,0.28,147067.0,,,-1.6,1.5,0.28,Well-Calibrated,Maintain
S00395,"Sagemark, TX",SOUTH,13,24312503.0,2.424536e+07,7.33,-0.28,178638.0,,,1.7,-1.5,0.28,Well-Calibrated,High Growth
S00370,"Starpoint, TX",WEST,13,18081166.0,1.8030044e+07,4.0,-0.28,83943.0,,,0.0,-0.5,0.28,Well-Calibrated,Growth
S00143,"Royalridge, MO",WEST,13,5537220.0,5.521817e+06,6.42,-0.28,32331.0,,,-2.8,1.4,0.28,Well-Calibrated,Maintain
S00767,"Eaststrand, MI",NORTH,13,20407300.0,2.0349506e+07,8.14,-0.28,175312.0,,,0.2,-0.6,0.28,Well-Calibrated,Maintain
S00860,"Ironpoint, IN",NORTH,13,5311818.0,5.32664e+06,6.05,0.28,30820.0,,,-0.7,1.0,0.28,Well-Calibrated,Defend
S00010,"Brightwatch, NY",NORTH,13,14926575.0,1.4885169e+07,6.64,-0.28,90277.0,,,4.0,-3.1,0.28,Well-Calibrated,Defend
S01625,"Winbend, FL",SOUTH,13,16903063.0,1.6951056e+07,6.22,0.28,104345.0,,,3.7,-1.8,0.28,Well-Calibrated,Growth
S00040,"Clearcourt, TX",SOUTH,13,15574175.0,1.5531167e+07,6.82,-0.28,102155.0,,,2.9,-2.3,0.28,Well-Calibrated,High Growth
S01347,"Highdor, OK",WEST,13,28537487.0,2.8615284e+07,3.66,0.27,99678.0,,,3.1,-1.5,0.27,Well-Calibrated,Growth
S01680,"Eaglesprings, TX",SOUTH,13,11381289.0,1.1412549e+07,7.34,0.27,76881.0,,,0.1,0.4,0.27,Well-Calibrated,High Growth
S00814,"Frostmere, ME",NORTH,13,42107936.0,4.222341e+07,7.15,0.27,306832.0,,,-3.9,3.5,0.27,Well-Calibrated,Maintain
S01024,"Lakegard, LA",SOUTH,13,14729306.0,1.4690086e+07,3.71,-0.27,49673.0,,,1.8,-1.6,0.27,Well-Calibrated,Neutral
S00314,"Redreach, IN",NORTH,13,57005984.0,5.716097e+07,6.52,0.27,347203.0,,,-1.1,1.3,0.27,Well-Calibrated,Neutral
S01023,"Clearvalley, NY",NORTH,13,11198817.0,1.1229018e+07,7.21,0.27,77077.0,,,-0.0,0.5,0.27,Well-Calibrated,Defend
S01364,"Granitegrove, ME",NORTH,13,5311874.0,5.32632e+06,3.93,0.27,21000.0,,,-0.5,0.9,0.27,Well-Calibrated,Maintain
S00944,"Clearford, KS",WEST,13,8947266.0,8.923152e+06,9.54,-0.27,81034.0,,,-0.5,-0.1,0.27,Well-Calibrated,Neutral
S00455,"Lowshire, IN",NORTH,13,6700423.0,6.683186e+06,5.05,-0.26,35910.0,,,-3.3,2.1,0.26,Well-Calibrated,Neutral
S01153,"Sunford, VA",NORTH,13,24565663.0,2.4502536e+07,6.34,-0.26,162545.0,,,-3.8,2.4,0.26,Well-Calibrated,Growth
S00209,"Sagedor, OK",WEST,13,6897916.0,6.879724e+06,8.81,-0.26,52417.0,,,-5.9,4.0,0.26,Well-Calibrated,Neutral
S01635,"Winisle, NY",NORTH,13,3171412.0,3.179689e+06,4.15,0.26,15550.0,,,-2.0,2.0,0.26,Well-Calibrated,Defend
S01620,"Wolfport, KY",SOUTH,13,8081259.0,8.060144e+06,5.02,-0.26,38829.0,,,-0.9,0.2,0.26,Well-Calibrated,Neutral
S00900,"Bluesprings, GA",SOUTH,13,12498434.0,1.2465412e+07,4.5,-0.26,54331.0,,,3.5,-2.6,0.26,Well-Calibrated,High Growth
S00495,"Royalcrest, PA",NORTH,13,12432937.0,1.2401528e+07,6.65,-0.25,79407.0,,,-1.7,0.8,0.25,Well-Calibrated,Defend
S00961,"Copperside, PA",NORTH,13,31997290.0,3.2078344e+07,4.99,0.25,148853.0,,,3.0,-1.5,0.25,Well-Calibrated,Maintain
S00894,"Starmere, NC",SOUTH,13,19198052.0,1.9245606e+07,6.54,0.25,124227.0,,,3.4,-1.8,0.25,Well-Calibrated,Growth
S01629,"Moongate, NC",SOUTH,13,21419625.0,2.1472132e+07,6.84,0.25,155221.0,,,1.2,-0.4,0.25,Well-Calibrated,Growth
S00810,"Granitepoint, OH",NORTH,13,9361763.0,9.384871e+06,6.3,0.25,58772.0,,,2.4,-1.3,0.25,Well-Calibrated,Defend
S00347,"Ironpoint, OK",WEST,13,11223357.0,1.1249999e+07,3.67,0.24,41522.0,,,1.2,-0.4,0.24,Well-Calibrated,Maintain
S01715,"Rivcourt, FL",SOUTH,13,27762777.0,2.7828974e+07,5.31,0.24,144134.0,,,2.2,-0.9,0.24,Well-Calibrated,Growth
S00770,"Royalpoint, MO",WEST,13,6144189.0,6.129347e+06,5.66,-0.24,34767.0,,,-3.1,1.9,0.24,Well-Calibrated,Neutral
S00705,"Blackfall, FL",SOUTH,13,6786551.0,6.769942e+06,5.44,-0.24,33612.0,,,-0.3,-0.2,0.24,Well-Calibrated,Maintain
S01271,"Bearvalley, TX",SOUTH,13,4421846.0,4.432252e+06,6.68,0.24,29604.0,,,2.8,-1.4,0.24,Well-Calibrated,High Growth
S01218,"Blackgrove, NM",WEST,13,4463178.0,4.453022e+06,7.25,-0.23,30427.0,,,-1.8,0.8,0.23,Well-Calibrated,Maintain
S00823,"Frostside, NC",SOUTH,13,20359747.0,2.0313484e+07,5.97,-0.23,120278.0,,,0.9,-1.0,0.23,Well-Calibrated,Growth
S00069,"Crystalgard, IL",WEST,13,3274992.0,3.282479e+06,8.25,0.23,24194.0,,,-1.7,1.6,0.23,Well-Calibrated,Defend
S01229,"Redcross, CA",WEST,13,6994261.0,6.977975e+06,4.68,-0.23,32001.0,,,2.4,-1.9,0.23,Well-Calibrated,Growth
S00897,"Westplains, AR",WEST,13,16756153.0,1.6794958e+07,3.75,0.23,72836.0,,,-1.0,1.1,0.23,Well-Calibrated,Neutral
S01096,"Graymere, AK",WEST,13,20973484.0,2.1021218e+07,5.66,0.23,110452.0,,,2.8,-1.7,0.23,Well-Calibrated,Maintain
S01355,"Northreach, TX",SOUTH,13,8682290.0,8.701964e+06,6.1,0.23,46542.0,,,2.9,-1.4,0.23,Well-Calibrated,High Growth
S01370,"Southpoint, LA",SOUTH,13,2726917.0,2.720637e+06,6.12,-0.23,17683.0,,,1.8,-1.4,0.23,Well-Calibrated,Neutral
S01405,"Frostbend, KY",SOUTH,13,29273352.0,2.9340658e+07,6.26,0.23,174518.0,,,1.2,-0.4,0.23,Well-Calibrated,Growth
S01248,"Frostview, TN",SOUTH,13,30177002.0,3.0111464e+07,5.68,-0.22,171491.0,,,-2.8,1.6,0.22,Well-Calibrated,Growth
S01158,"Silverkeep, MA",NORTH,13,5455379.0,5.443488e+06,7.44,-0.22,40514.0,,,-3.0,1.8,0.22,Well-Calibrated,Maintain
S00852,"Morfall, OH",NORTH,13,9765572.0,9.787262e+06,5.75,0.22,55899.0,,,1.8,-0.9,0.22,Well-Calibrated,Defend
S01642,"Goldwood, TN",SOUTH,13,7279705.0,7.29529e+06,7.71,0.21,52259.0,,,0.6,-0.0,0.21,Well-Calibrated,High Growth
S01471,"Ironstrand, OH",NORTH,13,7652379.0,7.66842e+06,6.13,0.21,43898.0,,,-0.2,0.5,0.21,Well-Calibrated,Maintain
S01359,"Shadowstrand, TX",SOUTH,13,14130007.0,1.410037e+07,5.42,-0.21,76811.0,,,2.2,-1.7,0.21,Well-Calibrated,High Growth
S00389,"Redpoint, TX",SOUTH,13,17153416.0,1.7189824e+07,6.64,0.21,99869.0,,,-0.4,0.6,0.21,Well-Calibrated,High Growth
S00275,"Starjunction, MI",NORTH,13,11490056.0,1.1465819e+07,6.75,-0.21,73100.0,,,-2.3,1.3,0.21,Well-Calibrated,Maintain
S00470,"Stormreach, MA",NORTH,13,9564902.0,9.544765e+06,8.66,-0.21,76082.0,,,-3.0,1.8,0.21,Well-Calibrated,Maintain
S01700,"Goldharbor, CA",WEST,13,6134195.0,6.146492e+06,7.12,0.2,55777.0,,,2.9,-1.4,0.2,Well-Calibrated,Neutral
S00592,"Wolfgate, NJ",NORTH,13,16749770.0,1.6783674e+07,8.01,0.2,109232.0,,,2.7,-1.5,0.2,Well-Calibrated,Neutral
S00145,"Galfield, OH",NORTH,13,6440516.0,6.45323e+06,6.43,0.2,37989.0,,,1.2,-0.5,0.2,Well-Calibrated,Neutral
S00316,"Maplestrand, NY",NORTH,13,11208557.0,1.1231279e+07,6.59,0.2,76655.0,,,-0.1,0.4,0.2,Well-Calibrated,Defend
S00137,"Frostgate, TX",WEST,13,9156708.0,9.138511e+06,4.37,-0.2,37523.0,,,-1.0,0.3,0.2,Well-Calibrated,Growth
S00274,"Ironsprings, NH",NORTH,12,5926179.0,5.91454e+06,6.91,-0.2,42029.0,,,-0.3,-0.1,0.2,Well-Calibrated,Growth
S00484,"Royalcross, TX",SOUTH,13,37134688.0,3.705913e+07,9.12,-0.2,314905.0,,,2.6,-1.9,0.2,Well-Calibrated,Maintain
S01369,"Vanview, LA",SOUTH,13,17793961.0,1.7759124e+07,4.34,-0.2,69703.0,,,0.5,-0.7,0.2,Well-Calibrated,Maintain
S01092,"Blackmont, AR",WEST,13,16792393.0,1.6759149e+07,4.13,-0.2,68882.0,,,0.5,-0.7,0.2,Well-Calibrated,Neutral
S00521,"Redwatch, TX",WEST,13,39416870.0,3.949446e+07,6.62,0.2,260666.0,,,1.4,-0.6,0.2,Well-Calibrated,Neutral
S00157,"Graydor, CA",WEST,13,4780615.0,4.771564e+06,7.36,-0.19,34112.0,,,-0.6,0.1,0.19,Well-Calibrated,Defend
S01686,"Royalgate, OH",NORTH,13,17375166.0,1.7341292e+07,4.45,-0.19,71103.0,,,0.7,-0.8,0.19,Well-Calibrated,Maintain
S00720,"Stormfall, CA",WEST,13,22973486.0,2.3017912e+07,8.44,0.19,179152.0,,,5.6,-3.0,0.19,Well-Calibrated,Defend
S00746,"Blackbend, TX",WEST,13,29595284.0,2.9538194e+07,5.27,-0.19,155069.0,,,0.2,-0.5,0.19,Well-Calibrated,Neutral
S00155,"Stormheights, NC",SOUTH,13,5114207.0,5.104508e+06,7.22,-0.19,36193.0,,,2.6,-2.0,0.19,Well-Calibrated,Maintain
S00963,"Crystalcamp, MO",WEST,13,3321526.0,3.315521e+06,6.1,-0.18,19791.0,,,-0.3,-0.1,0.18,Well-Calibrated,High Growth
S01435,"Ironmesa, MS",SOUTH,13,6923986.0,6.93634e+06,5.28,0.18,40034.0,,,0.7,-0.2,0.18,Well-Calibrated,Neutral
S00054,"Ironside, AZ",WEST,13,3794559.0,3.801525e+06,10.76,0.18,40230.0,,,-4.5,3.0,0.18,Well-Calibrated,High Growth
S01518,"Rivhold, TN",SOUTH,13,5460921.0,5.470798e+06,6.02,0.18,32482.0,,,-1.2,1.1,0.18,Well-Calibrated,Neutral
S00578,"Grayhaven, WA",WEST,13,3374321.0,3.380302e+06,7.95,0.18,26270.0,,,1.6,-0.7,0.18,Well-Calibrated,High Growth
S01183,"Morpoint, NV",WEST,13,7272991.0,7.28621e+06,8.75,0.18,59740.0,,,0.5,-0.0,0.18,Well-Calibrated,High Growth
S00927,"Pineshire, FL",SOUTH,13,14029998.0,1.4004224e+07,6.21,-0.18,85664.0,,,-0.0,-0.3,0.18,Well-Calibrated,High Growth
S00981,"Sageshire, PA",NORTH,13,5905752.0,5.895898e+06,3.36,-0.17,22870.0,,,-1.1,0.5,0.17,Well-Calibrated,Defend
S01103,"Foxcliff, KS",WEST,13,10771278.0,1.078943e+07,8.44,0.17,83419.0,,,-3.2,2.6,0.17,Well-Calibrated,Defend
S01481,"Bluemesa, NM",WEST,13,3788226.0,3.794797e+06,7.55,0.17,24662.0,,,-0.4,0.6,0.17,Well-Calibrated,Maintain
S00766,"Lakecamp, NM",WEST,13,3090668.0,3.095998e+06,4.59,0.17,14826.0,,,-2.1,1.8,0.17,Well-Calibrated,Neutral
S00207,"Sageharbor, WV",NORTH,13,8772119.0,8.786696e+06,7.15,0.17,66532.0,,,-2.2,1.9,0.17,Well-Calibrated,Defend
S00744,"Highdale, TX",SOUTH,13,33896448.0,3.383915e+07,5.77,-0.17,169585.0,,,-1.4,0.7,0.17,Well-Calibrated,Growth
S01305,"Redfield, FL",SOUTH,13,11889937.0,1.1910359e+07,6.63,0.17,67977.0,,,-2.1,1.5,0.17,Well-Calibrated,Maintain
S01122,"Sunhollow, TX",SOUTH,13,7569672.0,7.58285e+06,7.18,0.17,52143.0,,,2.7,-1.4,0.17,Well-Calibrated,High Growth
S00408,"Galport, OK",WEST,13,6929941.0,6.918616e+06,5.16,-0.16,33023.0,,,-3.8,2.5,0.16,Well-Calibrated,Maintain
S00993,"Silverfall, VA",NORTH,13,3400911.0,3.406196e+06,5.38,0.16,18367.0,,,-2.2,1.8,0.16,Well-Calibrated,Maintain
S01329,"Shadowhold, CA",WEST,13,1821613.0,1.824451e+06,9.39,0.16,20151.0,,,-0.1,0.3,0.16,Well-Calibrated,Growth
S00002,"Bluevalley, OK",WEST,13,20823334.0,2.0857352e+07,4.58,0.16,90725.0,,,2.0,-1.0,0.16,Well-Calibrated,Maintain
S00341,"Lowcliff, NY",NORTH,13,8736250.0,8.721976e+06,5.7,-0.16,60331.0,,,0.0,-0.3,0.16,Well-Calibrated,Defend
S01064,"Southgard, WV",NORTH,13,30924520.0,3.0975046e+07,6.55,0.16,205550.0,,,-3.4,3.0,0.16,Well-Calibrated,Defend
S01314,"Goldbend, TX",SOUTH,13,26106132.0,2.606604e+07,7.6,-0.15,192507.0,,,-0.3,-0.1,0.15,Well-Calibrated,High Growth
S01217,"Foxshire, OH",NORTH,13,10670254.0,1.0654029e+07,6.71,-0.15,73370.0,,,-0.5,0.1,0.15,Well-Calibrated,Neutral
S00867,"Stonestrand, MA",NORTH,13,14227885.0,1.4249561e+07,6.23,0.15,81236.0,,,1.2,-0.6,0.15,Well-Calibrated,Defend
S01647,"Redisle, OH",NORTH,13,9112782.0,9.099323e+06,5.94,-0.15,54601.0,,,-2.4,1.5,0.15,Well-Calibrated,Maintain
S01130,"Graygrove, PA",NORTH,13,3731171.0,3.725729e+06,5.22,-0.15,19341.0,,,-1.8,1.0,0.15,Well-Calibrated,Neutral
S01645,"Riverdor, CA",WEST,13,7850983.0,7.839344e+06,9.49,-0.15,71408.0,,,3.1,-2.2,0.15,Well-Calibrated,Neutral
S00286,"Winmark, SC",SOUTH,13,8896619.0,8.883626e+06,6.66,-0.15,56891.0,,,2.9,-2.1,0.15,Well-Calibrated,High Growth
S01541,"Stormford, NJ",NORTH,13,7917823.0,7.929403e+06,6.24,0.15,46664.0,,,-1.8,1.5,0.15,Well-Calibrated,Defend
S00060,"Lakehold, OK",WEST,13,18497590.0,1.8470426e+07,5.9,-0.15,94273.0,,,0.3,-0.5,0.15,Well-Calibrated,Maintain
S01571,"Foxhollow, OH",NORTH,13,7020648.0,7.030969e+06,7.06,0.15,59889.0,,,-3.3,2.7,0.15,Well-Calibrated,Defend
S01554,"Lowdale, IN",NORTH,13,4363531.0,4.35691e+06,6.55,-0.15,30814.0,,,1.9,-1.6,0.15,Well-Calibrated,Neutral
S01520,"Easthaven, NC",SOUTH,13,22814497.0,2.2781644e+07,5.87,-0.14,139130.0,,,-3.1,1.9,0.14,Well-Calibrated,Growth
S01558,"Lowfield, MS",SOUTH,13,19745665.0,1.977385e+07,7.58,0.14,135211.0,,,-0.7,0.7,0.14,Well-Calibrated,Defend
S00800,"Bearridge, NJ",NORTH,13,15248663.0,1.5227512e+07,5.95,-0.14,81414.0,,,5.0,-3.4,0.14,Well-Calibrated,Defend
S00192,"Lowharbor, KY",SOUTH,13,20590535.0,2.0620326e+07,7.84,0.14,143704.0,,,-1.6,1.4,0.14,Well-Calibrated,Growth
S01684,"Sunharbor, CO",WEST,13,2663987.0,2.667803e+06,9.24,0.14,24976.0,,,0.4,0.0,0.14,Well-Calibrated,Defend
S00937,"Vanstrand, TN",SOUTH,13,20779415.0,2.0751294e+07,5.84,-0.14,127126.0,,,0.7,-0.7,0.14,Well-Calibrated,Growth
S00728,"Ironrock, NC",SOUTH,13,12762434.0,1.2744256e+07,5.83,-0.14,73965.0,,,-1.5,0.8,0.14,Well-Calibrated,Neutral
S00957,"Westcove, DE",NORTH,13,18427377.0,1.8452172e+07,4.78,0.13,81397.0,,,-0.6,0.6,0.13,Well-Calibrated,Maintain
S01673,"Oakplains, FL",SOUTH,13,3371677.0,3.367451e+06,6.54,-0.13,26139.0,,,-4.0,2.3,0.13,Well-Calibrated,Neutral
S01180,"Grayisle, SC",SOUTH,13,16116365.0,1.6095606e+07,5.81,-0.13,90458.0,,,1.3,-1.1,0.13,Well-Calibrated,High Growth
S00774,"Rivercove, GA",SOUTH,13,16855398.0,1.683308e+07,6.25,-0.13,105536.0,,,3.0,-2.1,0.13,Well-Calibrated,Neutral
S00980,"Frostmesa, TN",SOUTH,13,16117719.0,1.6096349e+07,7.54,-0.13,110570.0,,,-3.0,1.9,0.13,Well-Calibrated,Maintain
S01345,"Vanside, KS",WEST,13,4322123.0,4.316788e+06,5.34,-0.12,21604.0,,,-2.0,1.3,0.12,Well-Calibrated,Maintain
S00496,"Rivercross, FL",SOUTH,13,14861585.0,1.4879605e+07,6.88,0.12,103649.0,,,-4.0,2.7,0.12,Well-Calibrated,Growth
S00346,"Highcross, TX",WEST,13,16338889.0,1.6357903e+07,5.32,0.12,79988.0,,,-1.2,1.0,0.12,Well-Calibrated,Growth
